Make,Year,Fuel ,HP,Cylinders,Transmission Type,Driven_Wheels,Doors,Size,highway MPG,city mpg,Price
Kia,2016,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,26,18,41500
Kia,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,27,20,31100
Kia,2016,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,26,18,30500
Kia,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,27,20,39900
Kia,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Midsize,25,19,41700
Kia,2017,regular unleaded,185,4,AUTOMATIC,all wheel drive,4,Midsize,25,21,28500
Kia,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,25,18,28990
Kia,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,25,18,33100
Kia,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,23,17,40400
Kia,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Midsize,27,20,31500
Kia,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,25,18,38600
Kia,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,23,17,45700
Kia,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,25,18,43900
Kia,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,25,18,30790
Kia,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,28,21,25400
Kia,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,25,18,34900
Kia,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,28,21,26700
Kia,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Midsize,25,19,33300
Kia,2015,electric,,0,DIRECT_DRIVE,front wheel drive,4,Compact,92,120,35700
Kia,2015,electric,,0,DIRECT_DRIVE,front wheel drive,4,Compact,92,120,33700
Kia,2016,electric,,0,DIRECT_DRIVE,front wheel drive,4,Compact,92,120,33950
Kia,2016,electric,,0,DIRECT_DRIVE,front wheel drive,4,Compact,92,120,31950
Kia,2016,electric,,0,DIRECT_DRIVE,front wheel drive,4,Compact,92,120,35950
Kia,2014,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,30,24,16900
Kia,2014,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Compact,31,23,20500
Kia,2014,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Compact,31,23,18400
Kia,2014,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,30,24,14900
Kia,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,30,24,15190
Kia,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,30,24,17190
Kia,2015,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Compact,31,23,20790
Kia,2015,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Compact,31,23,18690
Kia,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Compact,30,24,17400
Kia,2016,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,30,24,15900
Kia,2016,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Compact,31,24,21300
Kia,2016,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Compact,31,24,19400
Chevrolet,2014,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Compact,109,128,26685
Chevrolet,2014,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Compact,109,128,27010
Chevrolet,2015,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Compact,109,128,25170
Chevrolet,2015,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Compact,109,128,25560
Chevrolet,2016,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Compact,109,128,25510
Chevrolet,2016,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Compact,109,128,25120
Chevrolet,2015,regular unleaded,84,4,MANUAL,front wheel drive,4,Compact,39,31,14040
Chevrolet,2015,regular unleaded,84,4,AUTOMATIC,front wheel drive,4,Compact,39,30,15095
Chevrolet,2015,regular unleaded,84,4,MANUAL,front wheel drive,4,Compact,39,31,15440
Chevrolet,2015,regular unleaded,84,4,MANUAL,front wheel drive,4,Compact,39,31,12270
Chevrolet,2015,regular unleaded,84,4,AUTOMATIC,front wheel drive,4,Compact,39,30,13580
Chevrolet,2015,regular unleaded,84,4,AUTOMATIC,front wheel drive,4,Compact,39,30,16535
Chevrolet,2016,regular unleaded,98,4,MANUAL,front wheel drive,4,Compact,41,30,14685
Chevrolet,2016,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,41,31,17285
Chevrolet,2016,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,41,31,15785
Chevrolet,2016,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,41,31,13760
Chevrolet,2016,regular unleaded,98,4,MANUAL,front wheel drive,4,Compact,41,30,12660
Chevrolet,2016,regular unleaded,98,4,MANUAL,front wheel drive,4,Compact,41,30,16185
Chevrolet,2017,regular unleaded,98,4,MANUAL,front wheel drive,4,Compact,38,29,16325
Chevrolet,2017,regular unleaded,98,4,MANUAL,front wheel drive,4,Compact,38,29,13000
Chevrolet,2017,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,38,30,14100
Chevrolet,2017,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,38,30,15925
Chevrolet,2017,regular unleaded,98,4,MANUAL,front wheel drive,4,Compact,38,29,14825
Chevrolet,2017,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,38,30,17425
Kia,2007,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,12895
Kia,2007,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,15995
Kia,2007,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,23,15895
Kia,2007,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,15995
Kia,2007,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,14895
Kia,2007,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,23,16995
Kia,2007,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,23,16995
Kia,2008,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,24,15895
Kia,2008,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,24,16995
Kia,2008,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,15995
Kia,2008,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,14895
Kia,2008,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,15995
Kia,2008,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,24,16995
Kia,2008,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,24,13895
Kia,2008,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,12895
Kia,2009,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,13550
Kia,2009,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,15550
Kia,2009,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,24,17450
Kia,2009,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,16695
Kia,2009,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,24,16550
Kia,2009,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,30,23,16450
Kia,2009,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,24,17695
Kia,2009,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,32,24,14550
Dodge,1993,regular unleaded,101,4,MANUAL,front wheel drive,4,Compact,29,22,2000
Dodge,1993,regular unleaded,101,4,AUTOMATIC,front wheel drive,4,Compact,26,21,2000
Dodge,1994,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Compact,25,19,2000
Dodge,1995,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Compact,26,19,2000
Kia,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Compact,28,21,21900
Kia,2015,regular unleaded,260,4,AUTOMATIC,front wheel drive,4,Compact,26,20,28100
Kia,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Compact,28,21,25300
Kia,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,26,19,26800
Kia,2015,regular unleaded,260,4,AUTOMATIC,all wheel drive,4,Compact,24,19,29600
Kia,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,26,19,23400
Kia,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,26,19,23650
Kia,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Compact,28,21,22150
Kia,2016,regular unleaded,260,4,AUTOMATIC,all wheel drive,4,Compact,25,19,31490
Kia,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Compact,28,21,25350
Kia,2016,regular unleaded,260,4,AUTOMATIC,front wheel drive,4,Compact,26,20,29990
Kia,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,26,19,26850
Kia,2017,regular unleaded,181,4,AUTOMATIC,all wheel drive,4,Compact,25,21,27000
Kia,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,26,21,32500
Kia,2017,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Compact,29,22,22990
Kia,2017,regular unleaded,237,4,AUTOMATIC,all wheel drive,4,Compact,23,20,34000
Kia,2017,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Compact,29,22,25500
Kia,2017,regular unleaded,181,4,AUTOMATIC,all wheel drive,4,Compact,25,21,24490
Chevrolet,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,3,Midsize,16,11,2000
Chevrolet,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,3,Midsize,16,11,2000
Chevrolet,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,3,Large,16,11,2000
Chevrolet,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,3,Large,16,11,2000
Chevrolet,1994,regular unleaded,155,6,AUTOMATIC,rear wheel drive,3,Midsize,17,14,2000
Chevrolet,1994,regular unleaded,155,6,AUTOMATIC,rear wheel drive,3,Midsize,17,14,2000
Chevrolet,1995,regular unleaded,163,6,AUTOMATIC,rear wheel drive,3,Midsize,15,13,2000
Chevrolet,1995,regular unleaded,163,6,AUTOMATIC,rear wheel drive,3,Midsize,15,13,2000
Maserati,2003,premium unleaded (required),390,8,MANUAL,rear wheel drive,2,Compact,15,10,85542
Maserati,2003,premium unleaded (required),390,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,16,10,89622
Maserati,2004,premium unleaded (required),390,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,16,10,89622
Maserati,2004,premium unleaded (required),390,8,MANUAL,rear wheel drive,2,Compact,15,10,85542
Maserati,2005,premium unleaded (required),385,8,MANUAL,rear wheel drive,2,Compact,15,10,87252
Maserati,2005,premium unleaded (required),385,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,16,11,91415
Audi,2015,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,Midsize,24,17,52700
Audi,2015,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,Midsize,24,17,60200
Audi,2016,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,Midsize,24,17,53300
Audi,2016,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,Midsize,24,17,60800
Audi,2017,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,Midsize,24,17,60800
Audi,2017,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,Midsize,24,17,53300
Dodge,2013,premium unleaded (required),640,10,MANUAL,rear wheel drive,2,Compact,19,12,97395
Dodge,2013,premium unleaded (required),640,10,MANUAL,rear wheel drive,2,Compact,19,12,120395
Dodge,2014,premium unleaded (required),640,10,MANUAL,rear wheel drive,2,Compact,19,12,107385
Dodge,2014,premium unleaded (required),640,10,MANUAL,rear wheel drive,2,Compact,19,12,84885
Cadillac,2014,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,48065
Cadillac,2014,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,50955
Cadillac,2014,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,42880
Cadillac,2014,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,48145
Cadillac,2014,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,37505
Cadillac,2014,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,45375
Cadillac,2014,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,45255
Cadillac,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,48920
Cadillac,2015,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,48840
Cadillac,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,46030
Cadillac,2015,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,51730
Cadillac,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,43640
Cadillac,2015,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,46135
Cadillac,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,37605
Cadillac,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,37605
Cadillac,2016,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,48840
Cadillac,2016,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,51730
Cadillac,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,48920
Cadillac,2016,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,46135
Cadillac,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,43640
Cadillac,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,24,17,46030
Chevrolet,2014,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,Large,21,14,43475
Chevrolet,2015,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,Large,21,14,45745
Chevrolet,2016,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,Large,20,14,46575
Chevrolet,2004,regular unleaded,300,8,AUTOMATIC,rear wheel drive,2,Compact,18,14,41620
Chevrolet,2005,regular unleaded,395,8,AUTOMATIC,rear wheel drive,2,Compact,18,14,42555
Chevrolet,2006,regular unleaded,395,8,AUTOMATIC,rear wheel drive,2,Compact,18,14,39240
Nissan,1990,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,26,19,2000
Nissan,1990,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,26,19,2000
Nissan,1991,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,26,19,2000
Nissan,1991,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,26,19,2000
Nissan,1992,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,25,18,2000
Nissan,1992,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,26,19,2000
Nissan,1992,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,26,19,2000
Dodge,1994,regular unleaded,320,6,MANUAL,all wheel drive,2,Compact,22,16,2823
Dodge,1994,regular unleaded,222,6,MANUAL,front wheel drive,2,Compact,23,17,2350
Dodge,1994,regular unleaded,222,6,MANUAL,front wheel drive,2,Compact,23,17,2203
Dodge,1994,regular unleaded,164,6,MANUAL,front wheel drive,2,Compact,22,17,2000
Dodge,1995,regular unleaded,222,6,MANUAL,front wheel drive,2,Compact,23,17,2575
Dodge,1995,regular unleaded,320,6,MANUAL,all wheel drive,2,Compact,22,16,3219
Dodge,1995,regular unleaded,164,6,MANUAL,front wheel drive,2,Compact,22,17,2000
Dodge,1996,regular unleaded,222,6,MANUAL,front wheel drive,2,Compact,23,17,3044
Dodge,1996,regular unleaded,164,6,MANUAL,front wheel drive,2,Compact,22,17,2231
Dodge,1996,regular unleaded,320,6,MANUAL,all wheel drive,2,Compact,22,16,3732
Dodge,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,26,19,21975
Dodge,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,21450
Dodge,2004,regular unleaded,200,6,MANUAL,front wheel drive,2,Midsize,26,18,22695
Dodge,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,2,Midsize,25,18,23520
Dodge,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,26,19,19690
Dodge,2004,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Midsize,27,20,19970
Dodge,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,20820
Dodge,2004,regular unleaded,200,6,MANUAL,front wheel drive,4,Midsize,25,17,22370
Dodge,2004,regular unleaded,147,4,MANUAL,front wheel drive,2,Midsize,29,21,19850
Dodge,2004,regular unleaded,142,4,AUTOMATIC,front wheel drive,2,Midsize,26,19,20675
Dodge,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,21735
Dodge,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,23335
Dodge,2005,regular unleaded,200,6,MANUAL,front wheel drive,2,Midsize,27,18,22980
Dodge,2005,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Midsize,26,19,20255
Dodge,2005,regular unleaded,147,4,MANUAL,front wheel drive,2,Midsize,29,21,20135
Dodge,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,25,19,23755
Dodge,2006,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Midsize,27,20,20825
Cadillac,2007,premium unleaded (required),469,8,AUTOMATIC,rear wheel drive,4,Large,19,12,75010
Cadillac,2008,premium unleaded (required),469,8,AUTOMATIC,rear wheel drive,4,Large,19,13,78775
Cadillac,2009,premium unleaded (required),469,8,AUTOMATIC,rear wheel drive,4,Large,19,13,81795
Cadillac,2009,premium unleaded (required),320,8,AUTOMATIC,rear wheel drive,4,Large,24,15,56345
Cadillac,2009,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,Large,26,17,46845
Cadillac,2010,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,Large,27,18,55945
Cadillac,2010,premium unleaded (recommended),320,8,AUTOMATIC,rear wheel drive,4,Large,24,15,68785
Cadillac,2010,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,Large,27,18,50385
Cadillac,2010,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,Large,27,18,46845
Cadillac,2010,premium unleaded (recommended),320,8,AUTOMATIC,rear wheel drive,4,Large,24,15,56345
Cadillac,2011,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,Large,27,18,47280
Cadillac,2011,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,Large,27,18,50820
Cadillac,2011,regular unleaded,302,6,AUTOMATIC,rear wheel drive,4,Large,27,18,56380
Chevrolet,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,54205
Chevrolet,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,63785
Chevrolet,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,57205
Chevrolet,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,66785
Chevrolet,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,52000
Chevrolet,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,49000
Chevrolet,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,54730
Chevrolet,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,57730
Chevrolet,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,64440
Chevrolet,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,52700
Chevrolet,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,49700
Chevrolet,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,67440
Chevrolet,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,58045
Chevrolet,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,49915
Chevrolet,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,67730
Chevrolet,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,22,15,52915
Chevrolet,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,55045
Chevrolet,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,23,16,64730
GMC,1997,regular unleaded,255,8,AUTOMATIC,rear wheel drive,4,Large,17,12,2468
GMC,1997,regular unleaded,255,8,AUTOMATIC,four wheel drive,4,Large,15,11,2585
GMC,1998,regular unleaded,255,8,AUTOMATIC,rear wheel drive,4,Large,17,12,2790
GMC,1999,regular unleaded,255,8,AUTOMATIC,rear wheel drive,4,Large,17,12,3420
GMC,1999,regular unleaded,255,8,AUTOMATIC,rear wheel drive,4,Large,17,12,3051
GMC,1999,regular unleaded,255,8,AUTOMATIC,rear wheel drive,4,Large,17,12,3372
Pontiac,1992,regular unleaded,111,4,MANUAL,front wheel drive,2,Compact,32,22,2000
Pontiac,1992,regular unleaded,140,6,MANUAL,front wheel drive,2,Compact,26,17,2000
Pontiac,1992,regular unleaded,111,4,MANUAL,front wheel drive,2,Compact,32,22,2000
Pontiac,1992,regular unleaded,111,4,MANUAL,front wheel drive,2,Compact,32,22,2000
Pontiac,1992,regular unleaded,111,4,MANUAL,front wheel drive,4,Compact,32,22,2000
Pontiac,1992,regular unleaded,111,4,MANUAL,front wheel drive,4,Compact,32,22,2000
Pontiac,1993,regular unleaded,110,4,MANUAL,front wheel drive,2,Compact,32,22,2000
Pontiac,1993,regular unleaded,110,4,MANUAL,front wheel drive,2,Compact,32,22,2000
Pontiac,1993,regular unleaded,110,4,MANUAL,front wheel drive,4,Compact,32,22,2000
Pontiac,1993,regular unleaded,110,4,MANUAL,front wheel drive,4,Compact,32,22,2000
Pontiac,1993,regular unleaded,110,4,MANUAL,front wheel drive,2,Compact,32,22,2000
Pontiac,1993,regular unleaded,140,6,MANUAL,front wheel drive,2,Compact,26,17,2000
Pontiac,1994,regular unleaded,110,4,MANUAL,front wheel drive,4,Compact,32,22,2000
Pontiac,1994,regular unleaded,110,4,MANUAL,front wheel drive,2,Compact,32,22,2000
Pontiac,1994,regular unleaded,110,4,MANUAL,front wheel drive,2,Compact,32,22,2000
Pontiac,1994,regular unleaded,140,6,MANUAL,front wheel drive,2,Compact,26,17,2000
Plymouth,1992,regular unleaded,100,4,MANUAL,front wheel drive,4,Compact,29,20,2000
Plymouth,1992,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,29,23,2000
Plymouth,1992,regular unleaded,93,4,MANUAL,front wheel drive,2,Compact,29,23,2000
Plymouth,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,29,20,2000
Plymouth,1992,regular unleaded,93,4,MANUAL,front wheel drive,2,Compact,29,23,2000
Plymouth,1992,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,29,23,2000
Plymouth,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,29,22,2000
Plymouth,1993,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,29,23,2000
Plymouth,1993,regular unleaded,100,4,MANUAL,front wheel drive,4,Compact,29,22,2000
Plymouth,1993,regular unleaded,93,4,MANUAL,front wheel drive,2,Compact,29,23,2000
Plymouth,1994,regular unleaded,100,4,MANUAL,front wheel drive,4,Compact,27,21,2000
Plymouth,1994,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,27,21,2000
Plymouth,1994,regular unleaded,93,4,MANUAL,front wheel drive,2,Compact,30,23,2000
Plymouth,1994,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,30,23,2000
Pontiac,2003,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,30,22,14930
Pontiac,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,33,23,10895
Pontiac,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,33,23,14930
Pontiac,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,32,23,15205
Pontiac,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,32,23,10895
Ferrari,2005,premium unleaded (required),532,12,MANUAL,rear wheel drive,2,Compact,15,9,281170
Ferrari,2005,premium unleaded (required),532,12,AUTOMATED_MANUAL,rear wheel drive,2,Compact,16,9,294080
Bentley,2013,flex-fuel (premium unleaded required/E85),631,12,AUTOMATIC,all wheel drive,2,Midsize,19,12,291900
Toyota,1996,regular unleaded,320,6,AUTOMATIC,rear wheel drive,2,Compact,22,16,18255
Toyota,1996,regular unleaded,220,6,MANUAL,rear wheel drive,2,Compact,22,16,14977
Toyota,1997,regular unleaded,320,6,MANUAL,rear wheel drive,2,Compact,22,15,22001
Toyota,1997,regular unleaded,220,6,MANUAL,rear wheel drive,2,Compact,22,16,17320
Toyota,1998,regular unleaded,225,6,MANUAL,rear wheel drive,2,Compact,22,17,20596
Toyota,1998,regular unleaded,320,6,MANUAL,rear wheel drive,2,Compact,22,15,25279
Subaru,1995,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Compact,23,15,2000
Subaru,1995,regular unleaded,230,6,AUTOMATIC,front wheel drive,2,Compact,23,15,2000
Subaru,1995,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Compact,23,15,2230
Subaru,1995,regular unleaded,230,6,AUTOMATIC,front wheel drive,2,Compact,23,15,2000
Subaru,1996,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Compact,22,15,2472
Subaru,1996,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Compact,22,15,2283
Subaru,1997,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Compact,22,15,2749
Subaru,1997,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Compact,22,15,2512
Suzuki,1999,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,39,33,2000
Suzuki,2000,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,38,31,2000
Suzuki,2000,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,38,31,2000
Suzuki,2001,regular unleaded,79,4,AUTOMATIC,front wheel drive,2,Compact,31,26,9949
Suzuki,2001,regular unleaded,79,4,AUTOMATIC,front wheel drive,2,Compact,31,26,10949
Suzuki,2001,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,38,31,9299
Suzuki,2001,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,38,31,10299
Suzuki,2011,regular unleaded,150,4,MANUAL,front wheel drive,4,Compact,30,22,16599
Suzuki,2011,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Compact,29,23,19349
Suzuki,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Compact,30,23,17099
